randomseed,drone_no,t,delta_des,delta_l,delta_f2,delta_f3,delta_obs..1.,delta_obs..2.,delta_obs..3.,delta_wall
1,1,150,0.629568160079466,0.012291639605934,0.272284450148389,0.059744843555803,0,0,0,0.026110906610409
1,1,151,0.614062675118184,0.024181805902682,0.260019942178203,0.066169813234629,0,0,0,0.035565763566302
1,1,152,0.653590969232857,0.0244452998569,0.21010819174315,0.066067851995367,0,0,0,0.045787687171725
1,1,153,0.673713673274224,0.016047289389244,0.192401725098697,0.065730926773935,0,0,0,0.0521063854639
1,1,154,0.682300843833305,0.01979327542462,0.173456733584512,0.067710409603026,0,0,0,0.056738737554536
1,1,155,0.69196230976606,0.015374003621104,0.165467357580396,0.064401486665435,0,0,0,0.062794842367005
1,1,156,0.70531113869802,0.017995093943428,0.149466484321536,0.060415795010285,0,0,0,0.06681148802673
1,1,157,0.705819827142496,0.014162891368579,0.146952716249203,0.062790588493544,0,0,0,0.070273976746178
1,1,158,0.715352120923792,0.017770799318212,0.135182342384397,0.059937713668138,0,0,0,0.071757023705461
1,1,159,0.726384143070306,0.013756850671337,0.126874840242717,0.060414535318406,0,0,0,0.072569630697233
1,1,160,0.716709526832083,0.015769979312649,0.136797644409788,0.056473528880632,0,0,0,0.074249320564849
1,1,161,0.717087165983718,0.013680500689237,0.137458388208987,0.058421632430702,0,0,0,0.073352312687356
1,1,162,0.721653127749272,0.016438717082951,0.127831310989344,0.058831670703254,0,0,0,0.075245173475179
1,1,163,0.715982494656976,0.017470274276086,0.133461122608431,0.05770769870904,0,0,0,0.075378409749467
1,1,164,0.708798052766593,0.017022912432577,0.138679156884241,0.05912481149624,0,0,0,0.07637506642035
1,1,165,0.714883320948537,0.01442857770073,0.135126993272526,0.059284643548777,0,0,0,0.07627646452943
1,1,166,0.710960760410141,0.01580757218513,0.138016228991773,0.058519106952018,0,0,0,0.076696331460938
1,1,167,0.715269890575095,0.012859266093845,0.13598248061432,0.057968909476284,0,0,0,0.077919453240456
1,1,168,0.707164447317974,0.013392822371525,0.142188063908539,0.059852912344356,0,0,0,0.077401754057605
1,1,169,0.686893522690252,0.023272530198708,0.150517946218761,0.05966725503604,0,0,0,0.079648745856238
1,1,170,0.680103755610344,0.020177910938032,0.15821905124217,0.059507098106714,0,0,0,0.08199218410274
1,1,171,0.665148770930424,0.019022086562344,0.171419031508844,0.060256196467553,0,0,0,0.084153914530835
1,1,172,0.668920114104543,0.020764770240486,0.160968275492342,0.059459934416888,0,0,0,0.089886905745741
1,1,173,0.661842955416623,0.019281931519113,0.170474645267664,0.057537773905963,0,0,0,0.090862693890638
1,1,174,0.652677529442064,0.016669052810795,0.177908240022884,0.059434689974934,0,0,0,0.093310487749322
1,1,175,0.64019682343424,0.015497496556396,0.188240144821555,0.059997742242963,0,0,0,0.096067792944846
1,1,176,0.60820461028891,0.017388097300056,0.210579761966869,0.059832014426408,0,0,0,0.103995516017757
1,1,177,0.587621769440984,0.01715991890417,0.227822329580202,0.063471320741633,0,0,0,0.103924661333012
1,1,178,0.577776123697675,0.016994970462599,0.235581640669486,0.060966286430863,0,0,0,0.108680978739377
1,1,179,0.570037943636385,0.019438053328786,0.235017146432669,0.061089573619203,0,0,0,0.114417282982957
1,1,180,0.561249167920849,0.020537932092317,0.238697291443485,0.062937033627991,0,0,0,0.116578574915358
1,1,181,0.555479207399753,0.022404056248317,0.232671178340341,0.059952255091416,0,0,0,0.129493302920174
1,1,182,0.543519373093443,0.022600433505982,0.240298046278842,0.059445168666325,0,0,0,0.134136978455408
1,1,183,0.537535929454959,0.027539751605956,0.249517673523268,0.058507424528851,0,0,0,0.126899220886966
1,1,184,0.523974921368565,0.029498509512123,0.246233161152178,0.061018277177282,0,0,0,0.139275130789852
1,1,185,0.509036154972333,0.031381577873138,0.253139166297808,0.063756129364456,0,0,0,0.142686971492265
1,1,186,0.511821502636133,0.034330504593036,0.244111506816405,0.063514925399346,0,0,0,0.146221560555081
1,1,187,0.499213890862523,0.036896155129667,0.260767222793532,0.059242884722863,0,0,0,0.143879846491415
1,1,188,0.49847438725105,0.039283254974085,0.25882147133861,0.059273428647584,0,0,0,0.14414745778867
1,1,189,0.489493563625242,0.041403646188849,0.268212357340803,0.058771871509743,0,0,0,0.142118561335364
1,1,190,0.484310016007597,0.044787078148996,0.270558794376375,0.054177305972488,0,0,0,0.146166805494544
1,1,191,0.475995646884871,0.043615892505572,0.291671897893476,0.046517917736487,0,0,0,0.142198644979594
1,1,192,0.479893924288518,0.048460017303413,0.294235306623015,0.038263050639609,0,0,0,0.139147701145444
1,1,193,0.480098725309413,0.05643413949313,0.302447094112447,0.029099899281709,0,0,0,0.131920141803301
1,1,194,0.498966538590369,0.066455222547659,0.286278900010442,0.02408014796775,0,0,0,0.12421919088378
1,1,195,0.523060666419949,0.063828461173388,0.264023186657497,0.021218097708972,0,0,0,0.127869588040193
1,1,196,0.527273628742392,0.061251165290653,0.257334909339246,0.027176287854374,0,0,0,0.126964008773335
1,1,197,0.548022920487986,0.063743236361551,0.226039654928266,0.021776244302689,0,0,0,0.140417943919508
1,1,198,0.525471804211223,0.05552290865565,0.225448989143674,0.014898037520376,0,0,0,0.178658260469077
1,1,199,0.510509520942077,0.067533285142887,0.208689296524218,0.029573326919197,0,0,0,0.183694570471621
1,1,200,0.551650668842878,0.046383899477881,0.165095167920927,0.047928163780359,0,0,0,0.188942099977956
1,1,201,0.533625198752914,0.056884367882908,0.158368030159778,0.054613779048787,0,0,0,0.196508624155613
1,1,202,0.570597602634806,0.036975080619856,0.111368885547527,0.096560541632341,0,0,0,0.184497889565471
1,1,203,0.594292719828127,0.027939391297296,0.075077325898556,0.122755458000148,0,0,0,0.179935104975873
1,1,204,0.599011877956363,0.026979302120504,0.056864830513849,0.139669625617372,0,0,0,0.177474363791912
1,1,205,0.609113502405378,0.025244931957301,0.03821577350943,0.151964151279622,0,0,0,0.175461640848269
1,1,206,0.620766673525942,0.022529210920839,0.023205953592928,0.166542466604371,0,0,0,0.16695569535592
1,1,207,0.630745412910512,0.020073391094254,0.0124942842682,0.1802382713717,0,0,0,0.156448640355333
1,1,208,0.636485280173069,0.018465421488114,0.008138965799111,0.192515864423543,0,0,0,0.144394468116164
1,1,209,0.656306195924556,0.018496333208058,0.005379538505479,0.186255173715432,0,0,0,0.133562758646475
1,1,210,0.674232321349725,0.019074659470837,0.002963937623788,0.176232458268996,0,0,0,0.127496623286654
1,1,211,0.686857483191721,0.01759363934433,0.001812276904188,0.184015080109447,0,0,0,0.109721520450314
1,1,212,0.711914741261412,0.020031016052144,0.002054785399527,0.167139798896579,0,0,0,0.098859658390338
1,1,213,0.721348651995018,0.016442801487523,0.001194404943624,0.173943011517545,0,0,0,0.08707113005629
1,1,214,0.742873734269168,0.017540054122198,0.002055177862485,0.168352535243371,0,0,0,0.069178498502779
1,1,215,0.764754098490616,0.016776933569998,0.002086004306295,0.158354411345424,0,0,0,0.058028552287667
1,1,216,0.787805659200097,0.019198253198742,0.002900727613651,0.143414904164028,0,0,0,0.046680455823482
1,1,217,0.804390689695264,0.018022015595455,0.002638542472857,0.138845710077928,0,0,0,0.036103042158495
1,1,218,0.821058878582332,0.017914302959488,0.00276103519285,0.12629571810005,0,0,0,0.031970065165279
1,1,219,0.837494678393241,0.018414705061244,0.003440939031043,0.113497706624988,0,0,0,0.027151970889484
1,1,220,0.84966341313299,0.018887285169008,0.003044357784374,0.107023839442218,0,0,0,0.021381104471411
1,1,221,0.854410353465736,0.017793808838491,0.004770742272901,0.10425003371527,0,0,0,0.018775061707602
1,1,222,0.86493296710958,0.018048326437016,0.004399534919833,0.097521588377097,0,0,0,0.015097583156474
1,1,223,0.863919002717275,0.0188605378301,0.005125706601286,0.098201805825215,0,0,0,0.013892947026124
1,1,224,0.871165695988966,0.016251649445316,0.00571487540437,0.0925657199113,0,0,0,0.014302059250049
1,1,225,0.872740249751591,0.018110525469511,0.005470186769106,0.09195037681269,0,0,0,0.011728661197103
1,1,226,0.880666007037769,0.019128798171117,0.004801287513634,0.0847290453267,0,0,0,0.010674861950781
1,1,227,0.885161422473229,0.017279466439889,0.004764360767137,0.081410052754615,0,0,0,0.01138469756513
1,1,228,0.884096759612664,0.017025935123766,0.004680203033443,0.083432515788554,0,0,0,0.010764586441574
1,1,229,0.887592457318487,0.017783054025979,0.004602273136306,0.079391750560323,0,0,0,0.010630464958904
1,1,230,0.89408361166672,0.014694925106214,0.004137942961179,0.075494824539053,0,0,0,0.011588695726833
1,1,231,0.885847656409775,0.016173482875076,0.004420871744832,0.081913604862762,0,0,0,0.011644384107556
1,1,232,0.892073066627009,0.014955373419252,0.004737707324158,0.077705782499272,0,0,0,0.01052807013031
1,1,233,0.896547157299686,0.014937604261772,0.004841979989632,0.073523916583642,0,0,0,0.01014934186527
1,1,234,0.894363758738991,0.014159182611637,0.00479319498797,0.07698647521693,0,0,0,0.009697388444472
1,1,235,0.896608400468217,0.014752537025819,0.005440735025273,0.073805628096573,0,0,0,0.009392699384118
1,1,236,0.894152387332318,0.014996453667529,0.004297521146624,0.079614329223643,0,0,0,0.006939308629886
1,1,237,0.897516059781978,0.014672773360702,0.004971712514534,0.075835172140405,0,0,0,0.007004282202382
1,1,238,0.901268788429381,0.015738154867967,0.005260065860284,0.071119799079639,0,0,0,0.006613191762728
1,1,239,0.897444767414221,0.014496500644726,0.004149364836342,0.076352113822095,0,0,0,0.007557253282616
1,1,240,0.901031798087745,0.013506114124756,0.00379800544688,0.073236466236113,0,0,0,0.008427616104506
1,1,241,0.904745324396497,0.013938497129079,0.003729014112789,0.069615140988361,0,0,0,0.007972023373274
1,1,242,0.90224487294302,0.016396535545845,0.003629342471009,0.071474843814331,0,0,0,0.006254405225795
1,1,243,0.901938851024615,0.015616014662768,0.00266473947995,0.073691448725868,0,0,0,0.006088946106799
1,1,244,0.903683583115584,0.014633415136699,0.00268148034142,0.071161160361993,0,0,0,0.007840361044305
1,1,245,0.902631933985548,0.014488293929546,0.002828111162752,0.072206576553256,0,0,0,0.007845084368898
1,1,246,0.906461692874106,0.014875144647005,0.003317514825703,0.068139549263842,0,0,0,0.007206098389344
1,1,247,0.908911572859796,0.012907410576947,0.003489182948361,0.067304876347166,0,0,0,0.00738695726773
1,1,248,0.908329314638689,0.01272138038465,0.00331144190391,0.068376819384603,0,0,0,0.007261043688148
1,1,249,0.904170820275895,0.01418125664099,0.002907726335462,0.073165257988257,0,0,0,0.005574938759396
1,1,250,0.909464883407172,0.012879682280057,0.003228284035361,0.068000754636317,0,0,0,0.006426395641093
1,1,251,0.90978271066981,0.013971236025555,0.003242537719203,0.066788594246175,0,0,0,0.006214921339257
1,1,252,0.91437246518374,0.013128407087725,0.003027833786342,0.06337020112402,0,0,0,0.006101092818174
1,1,253,0.91454434227755,0.013498919455888,0.003256597627747,0.061783946640804,0,0,0,0.006916193998012
1,1,254,0.914721328472595,0.012608836330037,0.003219533086421,0.062892288124863,0,0,0,0.006558013986084
1,1,255,0.911966555627493,0.012167719466332,0.003459974151293,0.064824196791145,0,0,0,0.007581553963738
1,1,256,0.909857092863124,0.013519400063961,0.003486447516982,0.06684320732041,0,0,0,0.006293852235523
1,1,257,0.913967225344632,0.01455541472554,0.003014416174889,0.062629585442987,0,0,0,0.005833358311953
1,1,258,0.914169933114012,0.013525085715642,0.003335720141954,0.063314857573609,0,0,0,0.005654403454784
1,1,259,0.913369516805835,0.012794434927258,0.002647761199089,0.065126938770353,0,0,0,0.006061348297465
1,1,260,0.914747925294576,0.013529054871912,0.002694342136247,0.063125629445747,0,0,0,0.005903048251519
1,1,261,0.913962990774026,0.014255091197968,0.002631564510065,0.063843650542271,0,0,0,0.00530670297567
1,1,262,0.915400769529834,0.014247758577351,0.002114266176139,0.062858733474988,0,0,0,0.005378472241688
1,1,263,0.91505068498579,0.01491110453691,0.002373422331315,0.062539869322747,0,0,0,0.005124918823238
1,1,264,0.916425479877207,0.014286900181836,0.002294219427222,0.0617863832699,0,0,0,0.005207017243836
