randomseed,drone_no,t,delta_des,delta_l,delta_f2,delta_f3,delta_obs..1.,delta_obs..2.,delta_obs..3.,delta_wall
688,1,1,0.572785137589038,0.422391277184819,0.003520526787448,0.001303058438696,0,0,0,0
689,1,2,0.570441127784845,0.288459015082963,0.013829491374771,0.127270365757421,0,0,0,0
690,1,3,0.506045791007933,0.402491962351385,0.019440058730021,0.072022187910661,0,0,0,0
691,1,4,0.469038778137506,0.206595492623307,0.036095000008678,0.288270729230509,0,0,0,0
692,1,5,0.229229187374226,0.053937732029347,0.047983338716886,0.66884974187954,0,0,0,0
693,1,6,0.25200819169085,0.058537337609384,0.001258458618448,0.688196012081319,0,0,0,0
694,1,7,0.110252397655589,0.310796000242663,0,0.578951602101748,0,0,0,0
695,1,8,0.10747002500146,0.489713306675286,0,0.402816668323254,0,0,0,0
696,1,9,0.127178042517109,0.16501649507079,0,0.707805462412102,0,0,0,0
697,1,10,0.157504616196813,0.534709557486759,0,0.307785826316427,0,0,0,0
698,1,11,0.490343651000825,0.157350919839788,0,0.352305429159387,0,0,0,0
699,1,12,0.580446298056825,0.410998109443419,0,0.008555592499757,0,0,0,0
700,1,13,0.618055649723419,0.132234956702653,0,0.249709393573927,0,0,0,0
701,1,14,0.493395262582579,0.49971195226608,0,0.006892785151341,0,0,0,0
702,1,15,0.574842740320352,0.116695294126407,0,0.30846196555324,0,0,0,0
703,1,16,0.538917888236081,0.251865632877089,0,0.209216478886831,0,0,0,0
704,1,17,0.445853778731866,0.493411408299952,0,0.060734812968182,0,0,0,0
705,1,18,0.391722218567015,0.064931542650784,0,0.543346238782201,0,0,0,0
706,1,19,0.504113854144537,0.229594146013902,0,0.266291999841561,0,0,0,0
707,1,20,0.351844893397088,0.573848763972592,0.001491652126678,0.072814690503641,0,0,0,0
708,1,21,0.418155749003069,0.081634530476499,0.008075922620422,0.49213379790001,0,0,0,0
709,1,22,0.355638234049352,0.107428108636895,5.37940199185489E-05,0.536879863293834,0,0,0,0
710,1,23,0.346120500916546,0.080064368590262,0,0.573815130493191,0,0,0,0
711,1,24,0.338385937484364,0.099080133332458,0,0.562533929183178,0,0,0,0
712,1,25,0.305039610727874,0.029844550665976,0,0.66511583860615,0,0,0,0
713,1,26,0.452183098241016,0.01392114527029,0,0.533895756488694,0,0,0,0
714,1,27,0.467608451985313,0.031080748287708,0,0.50131079972698,0,0,0,0
715,1,28,0.705374474041874,0.077663445914933,0,0.216962080043193,0,0,0,0
716,1,29,0.858243446734856,0.010360832853642,0,0.131395720411502,0,0,0,0
717,1,30,0.920520427921454,0.07208503336464,0,0.007394538713907,0,0,0,0
718,1,31,0.888364007254771,0.06559858326953,0,0.046037409475699,0,0,0,0
719,1,32,0.881906469930887,0.001195888692829,0,0.116897641376284,0,0,0,0
720,1,33,0.461591768134556,0.144377653756733,0,0.394030578108711,0,0,0,0
721,1,34,0.936503522095886,0.040713189444339,0,0.022783288459775,0,0,0,0
722,1,35,0.932295756591391,0.014889789778266,0,0.052814453630342,0,0,0,0
723,1,36,0.924056577188269,0.023543088668892,0,0.052400334142839,0,0,0,0
724,1,37,0.940521967201732,0.02544149082572,0,0.034036541972548,0,0,0,0
725,1,38,0.939975783961088,0.031078412005436,0,0.028945804033476,0,0,0,0
726,1,39,0.932834238151533,0.044222987284968,0,0.022942774563499,0,0,0,0
727,1,40,0.929022401467702,0.046763280790521,0,0.024214317741778,0,0,0,0
728,1,41,0.922590383791979,0.051466627991288,0,0.025942988216733,0,0,0,0
729,1,42,0.925295439974531,0.051904918674727,0,0.022799641350742,0,0,0,0
730,1,43,0.926241317194303,0.048925181889699,0,0.024833500915998,0,0,0,0
731,1,44,0.920176751553988,0.064666910244012,0,0.015156338202,0,0,0,0
732,1,45,0.930011895751247,0.045544326428965,0,0.024443777819789,0,0,0,0
733,1,46,0.925012148782938,0.055971754770298,0.000138862498244,0.01887723394852,0,0,0,0
734,1,47,0.890944529051112,0.056947091575431,0.000130012174291,0.051978367199167,0,0,0,0
735,1,48,0.855692098161433,0.068273101674369,0.000413297009068,0.075621503155131,0,0,0,0
736,1,49,0.829822291472478,0.063970152337065,1.00164549133295E-05,0.106197539735544,0,0,0,0
737,1,50,0.811159460736339,0.115627837937175,0.000602185512535,0.072610515813951,0,0,0,0
738,1,51,0.672797407627256,0.198462821305117,0.001514161142402,0.127225609925225,0,0,0,0
739,1,52,0.775873446567029,0.116789502919869,0.004587885599389,0.102749164913713,0,0,0,0
740,1,53,0.787791866671868,0.114737158289667,0.005059184086409,0.092411790952057,0,0,0,0
741,1,54,0.829426129771751,0.094890229643883,0.004653036032148,0.071030604552218,0,0,0,0
742,1,55,0.803946451296103,0.083860264993133,0.002587252856534,0.10960603085423,0,0,0,0
743,1,56,0.78114325699596,0.06846911147342,0.000987090708002,0.149400540822617,0,0,0,0
744,1,57,0.784421237225196,0.078017625455085,0.004754430413379,0.13280670690634,0,0,0,0
745,1,58,0.808497386665384,0.053343754993247,0.010809931711609,0.12734892662976,0,0,0,0
746,1,59,0.820249189375827,0.046764247379835,0.011296979601152,0.121689583643186,0,0,0,0
747,1,60,0.785753958155213,0.050573590310239,0.003001498382972,0.160670953151577,0,0,0,0
748,1,61,0.760009980632448,0.045030113239483,3.53313228146937E-06,0.194956372995787,0,0,0,0
749,1,62,0.749408824901917,0.035129784166126,0,0.215461390931956,0,0,0,0
750,1,63,0.749242678020926,0.03633582137783,0,0.214421500601244,0,0,0,0
751,1,64,0.764311726080458,0.026370569532232,0,0.209317704387311,0,0,0,0
752,1,65,0.734080975559573,0.038444099789311,0,0.227474924651116,0,0,0,0
753,1,66,0.760396450385246,0.02240647251431,0,0.217197077100444,0,0,0,0
754,1,67,0.754805236023826,0.028124385483485,0,0.217070378492689,0,0,0,0
755,1,68,0.733647252859605,0.030307618308958,0,0.236045128831437,0,0,0,0
756,1,69,0.782454393014059,0.015903914977061,0,0.201641692008881,0,0,0,0
757,1,70,0.745136041828993,0.022790503084464,0,0.232073455086543,0,0,0,0
758,1,71,0.754087474750582,0.017028032645002,0,0.228884492604415,0,0,0,0
759,1,72,0.758021802114192,0.020112297919931,0,0.221865899965877,0,0,0,0
760,1,73,0.800764914986237,0.017708431279249,0,0.181526653734514,0,0,0,0
761,1,74,0.811391917964748,0.00947783137487,0,0.179130250660383,0,0,0,0
762,1,75,0.808497135447441,0.017255450440897,0,0.174247414111662,0,0,0,0
763,1,76,0.815427060444462,0.014737302440429,0,0.169835637115109,0,0,0,0
764,1,77,0.846944313492032,0.012565706208213,0,0.140489980299756,0,0,0,0
765,1,78,0.855912781853106,0.005344502265131,0,0.138742715881764,0,0,0,0
766,1,79,0.853425835425232,0.011338115382279,0,0.13523604919249,0,0,0,0
767,1,80,0.856500293782105,0.010774447755203,0,0.132725258462692,0,0,0,0
768,1,81,0.833846884922932,0.011880600196519,0,0.15427251488055,0,0,0,0
769,1,82,0.864051332279937,0.00935228753869,0,0.126596380181372,0,0,0,0
770,1,83,0.88949327414109,0.00789660475568,0,0.10261012110323,0,0,0,0
771,1,84,0.89709329084446,0.001558265135954,0,0.101348444019586,0,0,0,0
772,1,85,0.871604756901736,0.008432914533613,0,0.119962328564651,0,0,0,0
773,1,86,0.896837898779785,0.006673099921305,0,0.096489001298909,0,0,0,0
774,1,87,0.87766111457459,0.007219953837037,0,0.115118931588373,0,0,0,0
775,1,88,0.863370600833108,0.002199552445735,0,0.134429846721156,0,0,0,0
776,1,89,0.883970077426268,0.006747003898413,0,0.109282918675319,0,0,0,0
777,1,90,0.892431418522739,0.006219594570076,1.84047295648308E-05,0.10133058217762,0,0,0,0
778,1,91,0.905825501063393,0.000796137280148,0.001647666622795,0.091730695033665,0,0,0,0
779,1,92,0.892760707253878,0.006647376708841,0.007409055983999,0.093182860053281,0,0,0,0
780,1,93,0.919881933684973,0.000215153644038,0.016203837348261,0.063699075322728,0,0,0,0
781,1,94,0.91159784316308,0.00609831611201,0.026398721551268,0.055905119173642,0,0,0,0
782,1,95,0.929063817064561,0,0.028825197912893,0.042110985022546,0,0,0,0
783,1,96,0.90928908838192,0.006182856046059,0.033711144789104,0.050816910782917,0,0,0,0
784,1,97,0.925764377601297,0,0.03617425929463,0.038061363104072,0,0,0,0
