-1.5,1.2
-2.2,-2.7
-4.0,-3.0
-3.9,-4.0
0.2,-4.1
0.3,-2.9
-0.2,-2.2
-1.5,-2.8
-2.1,-0.6
2.0,-0.5
2.2,-1.8
