"","t","delta_des","delta_l","delta_f2","delta_f3","delta_obs..1.","delta_obs..2.","delta_obs..3.","delta_wall"
"78045",2,0.76051586180237,0.235153301822446,0.00169291677411994,0.00263791960106429,0,0,0,0
"78046",4,0.579952190018839,0.350706764810769,0.0305198588274551,0.0388211863429362,0,0,0,0
"78047",6,0.577717569845059,0.296369066505359,0.11992079497634,0.00599256867324129,0,0,0,0
"78048",8,0.424343593606004,0.209602227402385,0.285787653225163,0.080266525766448,0,0,0,0
"78049",10,0.278715401145109,0.0733856407443945,0.394999280680614,0.252899677429882,0,0,0,0
"78050",12,0.386382426599192,0.131943690618134,0.2350897665383,0.246584116244374,0,0,0,0
"78051",14,0.647392762731351,0.20031324978015,0.150392681881885,0.00190130560661449,0,0,0,0
"78052",16,0.606642162768046,0.0249580892039646,0.0992547529448671,0.269144995083122,0,0,0,0
"78053",18,0.492729378016029,0.0680137028808385,0.063515108056924,0.375741811046208,0,0,0,0
"78054",20,0.538395642667251,0.0168295989015393,0.0345229282770131,0.410251830154196,0,0,0,0
"78055",22,0.506011540235212,0.00458131228389681,0.0120110893722108,0.47739605810868,0,0,0,0
"78056",24,0.532717265376585,0.0170306857781393,0.0225614257295122,0.427690623115763,0,0,0,0
"78057",26,0.48552356165614,0.0168101733148734,0.00937876160766645,0.48828750342132,0,0,0,0
"78058",28,0.504316775658714,0.0074203313057859,0.00957545470719205,0.478687438328308,0,0,0,0
"78059",30,0.708301759052649,0.0117305122153673,0.0319420374724425,0.248025691259542,0,0,0,0
"78060",32,0.726138421621678,0.000925076324953991,0.0699641331518614,0.202972368901506,0,0,0,0
"78061",34,0.767081136066446,0.00105630280792347,0.0454465145719156,0.186416046553715,0,0,0,0
"78062",36,0.792483687153961,0.00216408303601191,0.0835974623323189,0.121754767477708,0,0,0,0
"78063",38,0.750736125057672,0.0182137384949206,0.0607258640025773,0.17032427244483,0,0,0,0
"78064",40,0.787482517156297,0.0194414726556912,0.0369527542415517,0.156123255946461,0,0,0,0
"78065",42,0.791001690568737,0.0173299151624865,0.0690529341551129,0.122615460113664,0,0,0,0
"78066",44,0.71062668993329,0.00474109852785658,0.0649470919647785,0.219685119574075,0,0,0,0
"78067",46,0.731069340262167,0.00836057433551083,0.0886569292571911,0.171913156145131,0,0,0,0
"78068",48,0.800824013674276,0.0075584666520713,0.0461110414812804,0.145506478192372,0,0,0,0
"78069",50,0.813778629807392,0.00112093017565267,0.0314308586771725,0.153669581339783,0,0,0,0
"78070",52,0.817494305335918,0.000222048098511138,0.00791069907596822,0.174372947489603,0,0,0,0
"78071",54,0.821656023560647,0.0108226969811623,0.0194943434447387,0.148026936013452,0,0,0,0
"78072",56,0.805298529180493,0.00211645272841052,0.0128389224345118,0.179746095656585,0,0,0,0
"78073",58,0.821456055911795,0.00174747318803348,0.0181926456821,0.158603825218071,0,0,0,0
"78074",60,0.812982604160622,0.00285510590000364,0.0650266745846138,0.119135615354761,0,0,0,0
"78075",62,0.856825099364765,0.000851230667674492,0.00246910598294606,0.139854563984615,0,0,0,0
"78076",64,0.825822194019613,0.0145645223429945,0.0278937321385488,0.131719551498844,0,0,0,0
"78077",66,0.872346025263717,0.00352478944369566,0.015867907367065,0.108261277925522,0,0,0,0
"78078",68,0.81536912941431,0.0123132139530038,0.0246175570437341,0.147700099588952,0,0,0,0
"78079",70,0.844030920433148,0.00229347827413274,0.0256957065009203,0.127979894791799,0,0,0,0
"78080",72,0.787059729302876,0.0102675886011837,0.0212307088922519,0.181441973203688,0,0,0,0
"78081",74,0.837011988692123,0.00113210654977618,0.0156808104618993,0.146175094296202,0,0,0,0
"78082",76,0.844558963232952,0.00260986722606534,0.0621404065323982,0.0906907630085841,0,0,0,0
"78083",78,0.84407299393379,0.00178791218635018,0.0232640805950286,0.130875013284831,0,0,0,0
"78084",80,0.832957844591191,0.0143602726025126,0.0147336181543041,0.137948264651993,0,0,0,0
