"","t","delta_des","delta_l","delta_f2","delta_f3","delta_obs..1.","delta_obs..2.","delta_obs..3.","delta_wall"
"34150",2,0.773034466244033,0.222555807496164,0.0017237546995021,0.00268597156030136,0,0,0,0
"34151",4,0.572137861786506,0.352008668889909,0.028247853858653,0.0476056154649324,0,0,0,0
"34152",6,0.567319380506941,0.324669830391231,0.0988207956273716,0.00918999347445672,0,0,0,0
"34153",8,0.415551585884487,0.0804210917027485,0.330034946386288,0.173992376026476,0,0,0,0
"34154",10,0.243218790667599,0.0995404051348622,0.248984929045103,0.408255875152435,0,0,0,0
"34155",12,0.339053421386267,0.130073610076608,0.255772477529856,0.275100491007269,0,0,0,0
"34156",14,0.660589364685471,0.125700077265323,0.193613176914939,0.0200973811342672,0,0,0,0
"34157",16,0.538278511366369,0.0619347168923028,0.0616958967491096,0.338090874992219,0,0,0,0
"34158",18,0.515163326013975,0.0681124947231795,0.0446441821166239,0.372079997146222,0,0,0,0
"34159",20,0.532202473166,0.0185054164045971,0.0219915923571207,0.427300518072283,0,0,0,0
"34160",22,0.528227277449321,0.0104215505534447,0.0281754109247014,0.433175761072533,0,0,0,0
"34161",24,0.458021405269956,0.016673982902349,0.0131263904800705,0.512178221347624,0,0,0,0
"34162",26,0.472793026127585,0.00681592175054682,0.00701617271877571,0.513374879403092,0,0,0,0
"34163",28,0.670451199996903,0.0207611982101863,0.0186476206833282,0.290139981109583,0,0,0,0
"34164",30,0.724030649257614,0.0706699791142332,0.0717257776947469,0.133573593933406,0,0,0,0
"34165",32,0.801237321551862,0.0378140067724067,0.12248509627156,0.0384635754041715,0,0,0,0
"34166",34,0.821418978099842,0.00243749335847066,0.146475181574167,0.0296683469675204,0,0,0,0
"34167",36,0.759716825033683,0.017529515378731,0.211603510529793,0.0111501490577934,0,0,0,0
"34168",38,0.850227237813562,0.0175202586685546,0.111786092862372,0.0204664106555118,0,0,0,0
"34169",40,0.838834246635545,0.00813870043373523,0.150487993828812,0.00253905910190844,0,0,0,0
"34170",42,0.838973507710699,0.0167015874377416,0.125628016388651,0.018696888462908,0,0,0,0
"34171",44,0.871882776794521,0.0144543044128355,0.096535711322898,0.0171272074697453,0,0,0,0
"34172",46,0.868277903634582,0.0118800333785133,0.105281725806054,0.0145603371808506,0,0,0,0
"34173",48,0.888278448682053,0.00515634766311084,0.0936096206187578,0.0129555830360786,0,0,0,0
"34174",50,0.869309536553129,0.0127133998104152,0.0937723528575366,0.0242047107789189,0,0,0,0
"34175",52,0.878483663872637,0.00151255034664332,0.103478390053441,0.0165253957272786,0,0,0,0
"34176",54,0.876166714524604,0.0122244098221438,0.0985047175177708,0.0131041581354816,0,0,0,0
"34177",56,0.871423654278383,0.001568463090026,0.11271441805028,0.014293464581311,0,0,0,0
"34178",58,0.886926798740095,0.00903524049302961,0.0858218050776251,0.0182161556892499,0,0,0,0
"34179",60,0.877543394026301,0.000992531277424823,0.0416935259736975,0.0797705487225768,0,0,0,0
"34180",62,0.879549594879333,0.00102310759672708,0.042471022166941,0.0769562753569991,0,0,0,0
"34181",64,0.866605716659623,0.00640250167572,0.0542360357892295,0.0727557458754275,0,0,0,0
"34182",66,0.881987128679954,0.013995806308667,0.07132716827288,0.032689896738499,0,0,0,0
"34183",68,0.914745796397005,0.00308309926280208,0.0637789963719711,0.0183921079682212,0,0,0,0
"34184",70,0.891918661221744,0.00400917193063217,0.0722456713837984,0.0318264954638258,0,0,0,0
"34185",72,0.900887591854842,0.0143282717708937,0.030098074960731,0.0546860614135334,0,0,0,0
"34186",74,0.856395723335264,0.00322638384191565,0.0367623726048799,0.10361552021794,0,0,0,0
"34187",76,0.86408470661595,0.00155773367296417,0.0642217127506795,0.0701358469604059,0,0,0,0
"34188",78,0.918656221385926,0.00175511326975254,0.040848039565096,0.0387406257792253,0,0,0,0
"34189",80,0.8836957990836,0.00279059215121132,0.0349073106311335,0.078606298134055,0,0,0,0
"34190",82,0.900244717019501,0.012500503562801,0.0409308429732884,0.0463239364444099,0,0,0,0
"34191",84,0.886964186591612,0.00333910457320861,0.030880295084003,0.078816413751176,0,0,0,0
"34192",86,0.8632728688622,0.00398603613817182,0.0313665792472371,0.101374515752391,0,0,0,0
"34193",88,0.915499222396579,0.0117594292564781,0.0348032407607542,0.0379381075861889,0,0,0,0
"34194",90,0.882480574692585,0.00325155184832129,0.0282841885651621,0.0859836848939314,0,0,0,0
"34195",92,0.925827206201569,0.000738595855192165,0.032329064433914,0.0411051335093251,0,0,0,0
"34196",94,0.905267345846738,0.0120951821995053,0.0324559792823397,0.0501814926714174,0,0,0,0
"34197",96,0.865756749307212,0.000883971034316951,0.0548470175520869,0.0785122621063839,0,0,0,0
"34198",98,0.903108123778345,0.00425398183590101,0.0287067024046438,0.0639311919811099,0,0,0,0
"34199",100,0.911276805719422,0.000875633216911778,0.0424024180138843,0.0454451430497817,0,0,0,0
"34200",102,0.904407381586994,0.0092762293005444,0.0178928281473678,0.0684235609650943,0,0,0,0
"34201",104,0.945250199022219,0.00213879086922037,0.0239016383701961,0.028709371738364,0,0,0,0
"34202",106,0.894175587723065,0.00841923975022654,0.0286945381996766,0.0687106343270322,0,0,0,0
"34203",108,0.90922661969429,0.00123774714024853,0.0318123602384047,0.0577232729270572,0,0,0,0
"34204",110,0.908929864553408,0.000354090551988559,0.0695312627756959,0.0211847821189077,0,0,0,0
"34205",112,0.900532347667183,0.00308578247701081,0.0246730493329773,0.0717088205228289,0,0,0,0
"34206",114,0.908653187652129,0.00762793652387838,0.0268164901937493,0.0569023856302431,0,0,0,0
"34207",116,0.94360910350314,0.0021945236051872,0.0234891012699582,0.030707271621715,0,0,0,0
"34208",118,0.929695929853133,0.00776792017011379,0.021903275985494,0.0406328739912592,0,0,0,0
"34209",120,0.944038230520485,0.0012977306531988,0.0196638213065005,0.0350002175198161,0,0,0,0
"34210",122,0.9239049411294,0.000426168596235594,0.0185736417544411,0.0570952485199235,0,0,0,0
"34211",124,0.8965519381467,0.000570023598720969,0.00924249106830707,0.0936355471862723,0,0,0,0
"34212",126,0.913213983459745,0.0113213393763898,0.0154334887279208,0.060031188435944,0,0,0,0
"34213",128,0.905411711285318,0.000620133032796478,0.0161287421154833,0.0778394135664019,0,0,0,0
"34214",130,0.913300332677566,0.000732716681855313,0.00919977019567121,0.0767671804449074,0,0,0,0
"34215",132,0.932389228550414,0.00359008366837728,0.00396397544027577,0.0600567123409332,0,0,0,0
"34216",134,0.868179766146029,0.0046315187826358,0.00328312727341143,0.123905587797924,0,0,0,0
"34217",136,0.866716402471161,0.00529333617158757,0.00320579938530918,0.124784461971942,0,0,0,0
"34218",138,0.872273820670655,0.0154293818436632,0.00102919535837473,0.111267602127307,0,0,0,0
"34219",140,0.876858757761576,0.0053917231194217,0.00128697076942481,0.116462548349577,0,0,0,0
