"","t","delta_des","delta_l","delta_f2","delta_f3","delta_obs..1.","delta_obs..2.","delta_obs..3.","delta_wall"
"140699",2,0.769799347718854,0.225833308758504,0.00170718735766347,0.00266015616497788,0,0,0,0
"140700",4,0.59817103171623,0.316821860629527,0.0290218818927581,0.0559852257614844,0,0,0,0
"140701",6,0.594966303933817,0.280868238228238,0.113622299977273,0.010543157860672,0,0,0,0
"140702",8,0.483878769240561,0.149995046770802,0.276760181175169,0.0893660028134679,0,0,0,0
"140703",10,0.341807358291588,0.0667502379669965,0.364638874963567,0.226803528777848,0,0,0,0
"140704",12,0.379402215607039,0.125194506811284,0.22537142852873,0.270031849052946,0,0,0,0
"140705",14,0.583896504396759,0.0905622187372863,0.218051571773986,0.107489705091969,0,0,0,0
"140706",16,0.669949101971272,0.143703654043436,0.0895105343371986,0.0968367096480935,0,0,0,0
"140707",18,0.549478451388147,0.0506565306993665,0.0127773089845626,0.387087708927924,0,0,0,0
"140708",20,0.541626862546697,0.0392690487152705,0.022127615820931,0.396976472917102,0,0,0,0
"140709",22,0.489827468496744,0.0452407455571734,0.0084638611009708,0.456467924845112,0,0,0,0
"140710",24,0.491775586270762,0.0244560973531108,0.0086084955352909,0.475159820840836,0,0,0,0
"140711",26,0.488238230302944,0.00794729538274023,0.00658149974949596,0.49723297456482,0,0,0,0
"140712",28,0.491912670994242,0.0519075095338876,0.00648947449841778,0.449690344973453,0,0,0,0
"140713",30,0.508504742027563,0.0177975888154557,0.00607202971841032,0.467625639438571,0,0,0,0
"140714",32,0.646978555125179,0.00515159157994839,0.0142573140285503,0.333612539266322,0,0,0,0
"140715",34,0.628898755968008,0.0113794861154857,0.0131055063370084,0.346616251579497,0,0,0,0
"140716",36,0.677881711661122,0.0151657715601373,0.0203789869656171,0.286573529813124,0,0,0,0
"140717",38,0.673297900557408,0.0110243748918805,0.0211031482945959,0.294574576256115,0,0,0,0
"140718",40,0.700983946609739,0.00354999998023688,0.0213524003425516,0.274113653067473,0,0,0,0
"140719",42,0.728623809580369,0.0126136261585497,0.00966786113814761,0.249094703122934,0,0,0,0
"140720",44,0.801498478524256,0.00217463108589584,0.0375086365875672,0.158818253802281,0,0,0,0
"140721",46,0.78554609896425,0.0113451175758789,0.0395406663638727,0.163568117095998,0,0,0,0
"140722",48,0.789387297729398,0.0104517941645278,0.0402638027523023,0.159897105353771,0,0,0,0
"140723",50,0.770784168490618,0.00343583489873665,0.0608711710188215,0.164908825591824,0,0,0,0
"140724",52,0.812002129442875,0.0042071652121784,0.0483051409098015,0.135485564435145,0,0,0,0
"140725",54,0.827367677982201,0.00734400002604776,0.0558150653426807,0.10947325664907,0,0,0,0
"140726",56,0.794829981649192,0.00489220268280549,0.0666706165942277,0.133607199073774,0,0,0,0
"140727",58,0.811031381641767,0.00968170159827258,0.0560214289836883,0.123265487776272,0,0,0,0
"140728",60,0.823562103876893,0.00404337265227048,0.0182540788714684,0.154140444599368,0,0,0,0
"140729",62,0.830970376431086,0.00810558126647421,0.0374227795197307,0.123501262782709,0,0,0,0
"140730",64,0.79989539491759,0.00242012993277868,0.0565247464827109,0.14115972866692,0,0,0,0
"140731",66,0.806084504031989,0.00730834648277298,0.0407679384307232,0.145839211054515,0,0,0,0
"140732",68,0.801948348746335,0.00584578285213326,0.0584535248286868,0.133752343572845,0,0,0,0
"140733",70,0.864676638504428,0.00429472049996632,0.0297728398693967,0.101255801126209,0,0,0,0
"140734",72,0.832041308090955,0.0069123779577624,0.0734227716729065,0.0876235422783757,0,0,0,0
"140735",74,0.855042473855733,0.0049514039662303,0.0452765068154494,0.0947296153625879,0,0,0,0
"140736",76,0.836902378145009,0.00249850344150666,0.0317065384584779,0.128892579955007,0,0,0,0
"140737",78,0.841999063364982,0.00603768619302514,0.0449706291098452,0.106992621332148,0,0,0,0
"140738",80,0.828772929604822,0.00516769781546994,0.0381694807489062,0.127889891830802,0,0,0,0
"140739",82,0.858735307602079,0.00406810598816419,0.0201935515151489,0.117003034894609,0,0,0,0
"140740",84,0.8986081258191,0.00299126491603546,0.0253807610711171,0.0730198481937473,0,0,0,0
"140741",86,0.879898478751164,0,0.0250705185248279,0.0950310027240084,0,0,0,0
"140742",88,0.890741502216256,0.00414439234425792,0.0538926456363058,0.0512214598031801,0,0,0,0
"140743",90,0.890058572285658,0.00537966369784645,0.0629364766355904,0.041625287380905,0,0,0,0
"140744",92,0.898172601660852,0.00507469882039067,0.0559656755330323,0.040787023985725,0,0,0,0
"140745",94,0.897691514277926,0.00397561364082183,0.0398732549114103,0.0584596171698418,0,0,0,0
"140746",96,0.895413592151733,0.00528965475693442,0.0690611858683759,0.0302355672229564,0,0,0,0
"140747",98,0.860752698553419,0.00409095404692677,0.0867820286290323,0.0483743187706225,0,0,0,0
"140748",100,0.901999000587406,0.00290677564767268,0.0552464378254359,0.039847785939485,0,0,0,0
"140749",102,0.904357045092999,0.0029285544885465,0.0751091332829018,0.0176052671355524,0,0,0,0
"140750",104,0.893126370498278,0.00361116980489397,0.0710773151908152,0.0321851445060123,0,0,0,0
"140751",106,0.873942957525894,0.00466926165757382,0.101997560104622,0.0193902207119096,0,0,0,0
"140752",108,0.90238945555944,0.00198103937622269,0.0809494094607911,0.0146800956035467,0,0,0,0
"140753",110,0.887636034993624,0.00265428692365847,0.0831504014881546,0.0265592765945626,0,0,0,0
"140754",112,0.893849511662697,0.0044343926772127,0.0879908786928338,0.013725216967257,0,0,0,0
"140755",114,0.897427389207297,0.00270744928874886,0.0850838840473178,0.0147812774566359,0,0,0,0
"140756",116,0.938039382111051,0.00192436687160773,0.0488773066245472,0.0111589443927942,0,0,0,0
"140757",118,0.928409047765461,0,0.0541405259418435,0.0174504262926961,0,0,0,0
"140758",120,0.901511331960948,0.00121856889345573,0.0296235006675075,0.0676465984780888,0,0,0,0
"140759",122,0.904992167264825,0.0042350030937286,0.0557654997154257,0.035007329926021,0,0,0,0
"140760",124,0.91711093025518,0,0.0251662454567345,0.0577228242880857,0,0,0,0
"140761",126,0.90283716490984,0.00109417312001246,0.0197407640716995,0.0763278978984482,0,0,0,0
"140762",128,0.921415283380351,0,0.019216357438697,0.0593683591809525,0,0,0,0
"140763",130,0.883756022407041,0.00569011468371018,0.01266055782896,0.0978933050802889,0,0,0,0
"140764",132,0.858896984048288,0,0.00651462152116658,0.134588394430546,0,0,0,0
"140765",134,0.866244229901826,0.00114993024335027,0.00159276238343262,0.131013077471391,0,0,0,0
"140766",136,0.879395452717109,0.000487658458036495,0.000370877837624592,0.11974601098723,0,0,0,0
"140767",138,0.885677143409706,0.001370786433879,4.27213405442372e-05,0.112909348815871,0,0,0,0
"140768",140,0.872967957469526,0.0016496618851699,0,0.125382380645304,0,0,0,0
"140769",142,0.860607191668346,0.00127961640150884,0,0.138113191930146,0,0,0,0
"140770",144,0.853640885204523,0.00328270262032764,0,0.143076412175149,0,0,0,0
"140771",146,0.850692069820028,0,0,0.149307930179972,0,0,0,0
"140772",148,0.857591499908083,0.00149738252240497,0,0.140911117569512,0,0,0,0
"140773",150,0.828720670646304,0.00965163180563447,0,0.161627697548061,0,0,0,0
"140774",152,0.855455073953523,0.00844422155158788,0,0.136100704494889,0,0,0,0
"140775",154,0.887209870461973,0,0,0.112790129538027,0,0,0,0
"140776",156,0.890238388595144,0.00774929005095867,0,0.102012321353897,0,0,0,0
"140777",158,0.867074467069395,0,0,0.132925532930605,0,0,0,0
"140778",160,0.865851933463963,0.00660794009728543,0,0.127540126438752,0,0,0,0
"140779",162,0.848722470005827,0.00790150126590967,0,0.143376028728263,0,0,0,0
"140780",164,0.882042447728352,0,0,0.117957552271648,0,0,0,0
"140781",166,0.828364900037266,0.00772821958756242,0,0.163906880375172,0,0,0,0
"140782",168,0.850140878258168,0,0,0.149859121741832,0,0,0,0
"140783",170,0.862449859638117,0.00700526332014723,0,0.130544877041735,0,0,0,0
"140784",172,0.873160636189254,0.00616060523701883,0,0.120678758573727,0,0,0,0
"140785",174,0.918586846470893,0,0,0.0814131535291072,0,0,0,0
"140786",176,0.833356988898925,0.00706241257022374,0,0.159580598530851,0,0,0,0
"140787",178,0.864017751750913,0,0,0.135982248249087,0,0,0,0
"140788",180,0.853583403985814,0.00625911731104128,0,0.140157478703144,0,0,0,0
"140789",182,0.889919523673028,0.012853900242353,0,0.0972265760846191,0,0,0,0
"140790",184,0.875116943991191,0,0,0.124883056008809,0,0,0,0
"140791",186,0.878136649668359,0.0046732141260327,0,0.117190136205608,0,0,0,0
"140792",188,0.87918855691065,0.00173020643186045,0,0.119081236657489,0,0,0,0
"140793",190,0.919728588287953,0.00405787071948527,0,0.0762135409925622,0,0,0,0
"140794",192,0.886019796491652,0.00994747377403652,0,0.104032729734311,0,0,0,0
"140795",194,0.916748397428663,0,0,0.0832516025713373,0,0,0,0
"140796",196,0.905893318379985,0.00406458437002975,0,0.0900420972499854,0,0,0,0
