"","t","delta_des","delta_l","delta_f2","delta_f3","delta_obs..1.","delta_obs..2.","delta_obs..3.","delta_wall"
"47365",2,0.7677986708155,0.227834983178981,0.0017067974298709,0.00265954857564877,0,0,0,0
"47366",4,0.597225423604439,0.305429063275201,0.0278346554398884,0.0695108576804715,0,0,0,0
"47367",6,0.623645635093934,0.26953105248305,0.0956951132512184,0.0111281991717973,0,0,0,0
"47368",8,0.602505110500967,0.0517550610443671,0.231007803915331,0.114732024539335,0,0,0,0
"47369",10,0.505292669623847,0.00709271201509575,0.300572060090263,0.187042558270794,0,0,0,0
"47370",12,0.431110849513736,0.114553880243374,0.291505461283646,0.162829808959244,0,0,0,0
"47371",14,0.588715427244509,0.101437664364298,0.222567634170301,0.0872792742208909,0,0,0,0
"47372",16,0.6342348622255,0.089294136718764,0.0707217518672471,0.205749249188489,0,0,0,0
"47373",18,0.617884239265964,0.0348052459443734,0.0633847572543588,0.283925757535304,0,0,0,0
"47374",20,0.612904139662619,0.0484479284679604,0.0129053975250891,0.325742534344331,0,0,0,0
"47375",22,0.612337558814999,0.00322106170065782,0.0169662667108983,0.367475112773445,0,0,0,0
"47376",24,0.576857803368592,0.0424561467061553,0.0174670100208796,0.363219039904373,0,0,0,0
"47377",26,0.582435032172204,0.00130404310981578,0.0149509061896957,0.401310018528284,0,0,0,0
"47378",28,0.539832378643071,0.0207506509483441,0.0116059617442694,0.427811008664315,0,0,0,0
"47379",30,0.579841186338007,0.00402759589746688,0.019755597454899,0.396375620309628,0,0,0,0
"47380",32,0.580506845852635,0.0140570497994097,0.00587537443015996,0.399560729917796,0,0,0,0
"47381",34,0.685420649338466,0.00255967190239145,0.009858554012105,0.302161124747037,0,0,0,0
"47382",36,0.654642856439687,0.00146178020815627,0.013418628415802,0.330476734936354,0,0,0,0
"47383",38,0.669614962359595,0.0149510535050152,0.0238453621226728,0.291588622012717,0,0,0,0
"47384",40,0.695013074599995,0.0116471678873094,0.0242926618374834,0.269047095675212,0,0,0,0
"47385",42,0.707604042442835,0.0196740329478841,0.0237221728397942,0.248999751769487,0,0,0,0
"47386",44,0.675869184579937,0.0141112764129623,0.0217872825965004,0.2882322564106,0,0,0,0
"47387",46,0.749394104272715,0.000296816256909822,0.0255374620001519,0.224771617470223,0,0,0,0
"47388",48,0.704898743611408,0.0143945295132692,0.0203040722676197,0.260402654607704,0,0,0,0
"47389",50,0.696193261297435,0.00937554401557493,0.0126691650846938,0.281762029602296,0,0,0,0
"47390",52,0.736393647842066,0.00835767545797803,0.0125511756383584,0.242697501061597,0,0,0,0
"47391",54,0.741093060749072,0.00847344389025656,0.0123527785667302,0.238080716793941,0,0,0,0
"47392",56,0.749117559647984,0.00948054782728856,0.0191759271725464,0.222225965352181,0,0,0,0
