dcc_des dcc_l dcc_f2 dcc_f3 dcc_obs[-1] dcc_obs[-2] dcc_obs[-3] dcc_wall 
 1.0 0.0 0.0 0.0 0.0
 1.0 0.0 0.0 0.0 0.0
 1.0 0.0 0.0 0.0 0.0
 1.0 0.0 0.0 0.0 0.0
 1.0 0.0 0.0 0.0 0.0
 1.0 0.0 0.0 0.0 0.0
 1.0 0.0 0.0 0.0 0.0
 1.0 0.0 0.0 0.0 0.0
 1.0 0.0 0.0 0.0 0.0
 1.0 0.0 0.0 0.0 0.0
 1.0 0.0 0.0 0.0 0.0
 1.0 0.0 0.0 0.0 0.0
 1.0 0.0 0.0 0.0 0.0
 1.0 0.0 0.0 0.0 0.0
 1.0 0.0 0.0 0.0 0.0
 1.0 0.0 0.0 0.0 0.0
 1.0 0.0 0.0 0.0 0.0
 1.0 0.0 0.0 0.0 0.0
 1.0 0.0 0.0 0.0 0.0
 1.0 0.0 0.0 0.0 0.0
 1.0 0.0 0.0 0.0 0.0
 1.0 0.0 0.0 0.0 0.0
 1.0 0.0 0.0 0.0 0.0
 1.0 0.0 0.0 0.0 0.0
 1.0 0.0 0.0 0.0 0.0
 1.0 0.0 0.0 0.0 0.0
 1.0 0.0 0.0 0.0 0.0
 1.0 0.0 0.0 0.0 0.0
 1.0 0.0 0.0 0.0 0.0
 1.0 0.0 0.0 0.0 0.0
 1.0 0.0 0.0 0.0 0.0
 1.0 0.0 0.0 0.0 0.0
 1.0 0.0 0.0 0.0 0.0
 1.0 0.0 0.0 0.0 0.0
 1.0 0.0 0.0 0.0 0.0
 1.0 0.0 0.0 0.0 0.0
 1.0 0.0 0.0 0.0 0.0
 1.0 0.0 0.0 0.0 0.0
 1.0 0.0 0.0 0.0 0.0
 1.0 0.0 0.0 0.0 0.0
 1.0 0.0 0.0 0.0 0.0
 1.0 0.0 0.0 0.0 0.0
 1.0 0.0 0.0 0.0 0.0
 1.0 0.0 0.0 0.0 0.0
 1.0 0.0 0.0 0.0 0.0
 1.0 0.0 0.0 0.0 0.0
 1.0 0.0 0.0 0.0 0.0
 1.0 0.0 0.0 0.0 0.0
 1.0 0.0 0.0 0.0 0.0
 1.0 0.0 0.0 0.0 0.0
 1.0 0.0 0.0 0.0 0.0
 1.0 0.0 0.0 0.0 0.0
 1.0 0.0 0.0 0.0 0.0
 1.0 0.0 0.0 0.0 0.0
 1.0 0.0 0.0 0.0 0.0
 0.9994790497632418 0.0 0.0 0.0 0.0005209502367582715
 0.9897632852861669 0.0 0.0 0.0 0.010236714713833155
 0.9625351765776773 0.0 0.0 0.0 0.037464823422322636
 0.9125357527131402 0.0 0.0 0.0 0.08746424728685964
 0.827383588290895 0.0 0.0 0.0 0.17261641170910494
 0.7323811219772753 0.0 0.0 0.0 0.26761887802272455
 0.5981692395673038 0.0 0.0 0.0 0.4018307604326962
 0.686233895787996 0.0 0.0 0.0 0.3137661042120041
 0.6330031326418541 0.0 0.0 0.0 0.36699686735814585
 0.6558174563324589 0.0 0.0 0.0 0.34418254366754103
 0.49886317900575433 0.0 0.0 0.0 0.5011368209942456
 0.7055108417829294 0.0 0.0 0.0 0.2944891582170706
 0.5132381858387596 0.0 0.0 0.0 0.4867618141612404
 0.5133256506147151 0.0 0.0 0.0 0.4866743493852848
 0.6373479031513187 0.0 0.0 0.0 0.3626520968486812
 0.5507392221974112 0.0 0.0 0.0 0.44926077780258883
 0.46865953152081785 0.0 0.0 0.0 0.531340468479182
 0.40067147083053356 0.0 0.0 0.0 0.5993285291694663
 0.5860133896118306 0.0 0.0 0.0 0.4139866103881695
 0.4463132229672058 0.0 0.0 0.0 0.5536867770327941
 0.6434747964513656 0.0 0.0 0.0 0.3565252035486344
 0.49236223864296685 0.0 0.0 0.0 0.5076377613570332
 0.4393246685704451 0.0 0.0 0.0 0.5606753314295548
 0.542582732181612 0.0 0.0 0.0 0.45741726781838804
 0.546283505903359 0.0 0.0 0.0 0.4537164940966411
 0.4931199352548602 0.0 0.0 0.0 0.5068800647451398
