x y
0.0 0.0
0.0 2.5
-0.5 0.7
-1.1537595746640634 0.5877721407825296
-1.1537595746640634 0.5877721407825296
-1.1537595746640634 0.5877721407825296
-1.1537595746640634 0.5877721407825296
-1.1537595746640634 0.5877721407825296
-1.2689493671566092 0.28128399211664423
0.17948489174025495 0.5939079316366811
-1.1537595746640634 0.5877721407825296
-1.1537595746640634 0.5877721407825296
-1.1537595746640634 0.5877721407825296
-1.1537595746640634 0.5877721407825296
0.09227851325790604 1.3629739186569698
-0.5907651758929824 0.11091530931249327
-1.1264989028989452 0.30268332392473174
-1.1264989028989452 0.30268332392473174
0.32492443705893337 1.229300035607805
0.16070611282198832 1.1734506204616613
-0.5854268614295886 0.01854314069980556
-1.1309358239788865 -0.044452416002443096
-0.7479711598251892 0.10401855629935708
-0.5413911145240747 1.6342310919646925
-0.9645018036463704 1.185682780717297
-0.8673018240431276 -0.17585327600656897
-1.28433659222012 0.12405424752467376
-0.414326403955524 1.3580078447131072
-1.132053214185143 0.8475827592275962
-1.4379721747048722 1.0232534992616582
-1.1212136152273686 0.3070785968362924
-0.7707614049538528 -0.08460137340693519
-1.123276069464195 0.30351376219507187
-1.3833496052022354 0.767807194317971
0.16299455797599527 0.40967409996425386
0.13951724424327538 1.1675047741769404
-0.6846426080698504 -0.06397294311785373
0.29079731648543206 1.2064696505911094
0.2877642111962935 1.1110461134350373
-0.0006570896547837823 0.4631381725708848
-0.9504725120355306 0.39211052683233444
-1.237064249769478 0.8038086957306713
0.03179788785498072 0.9775927949653438
-1.1713760622416127 0.5321671372531439
-1.1983341039828672 1.0388263660538182
0.06510875485924295 -0.00851259212383626
-0.6790088636017374 1.3470475452462394
-1.1541857699759632 0.499522082749682
-0.1715320561230595 1.6240071971332743
-0.29284998337035173 1.415699974568541
0.15972401141774062 0.8388111942352974
-1.148073528631962 0.29557649112571455
-1.2143667109305514 0.9348223598093908
-0.10977500797716072 0.2945921843483686
0.12840846559106245 0.5577378098379578
-1.3112807788571605 0.4362318402267876
0.08166536978552152 0.2536538347308126
0.36022063837779417 0.6931286362644027
-0.03778390483203109 1.0565251412414718
0.0021440627139382995 0.34255954958976537
0.10100859177053412 1.1732006831500705
0.20202866497962746 1.1944764562262211
-0.9185753992717185 1.1440772767869851
-0.2245865722729089 -0.23024097869288174
0.4845389086923222 0.6922397083308605
